,City,Price,Title,bedroom,ft
298,MilfordNH,$1449,Pristine quiet 1 bedroom awaits you *NONSMOKING* WOW,1br,658ft2
299,"EastRidgeDrive,Milford,NH",$2199,*** New 3 Bedroom Townhome: Non-Smoking & Washer/Dryer Included!,3br,1885ft2
300,"Barnstead,NH",$1600,"3 BDR Waterfront, fully furnished, off season in Locke Lake Colony",3br,
301,Manchester,$1122,SPECIAL**** 2bdrm Townhouse w/ ALL utilities INCLUDED,2br,922ft2
302,Manchester,$1810,Thankful for a Great Apartment #247,2br,1020ft2
303,Laconia,$1249,Income Qualify Today For Our Waitlist,3br,1203ft2
304,"20SentinelCourt,Manchester,NH",$1329,*** Rental Special! Take $750 Off! Pets Welcome!,2br,861ft2
305,Barnstead,$1600,Single Family Home Rental,3br,
306,"Berwick,ME",$1125,BERWICK - Cozy 1 Bedroom Apartment in a 4 unit Building!,1br,
307,33DoverPointRoad,$1850,Spacious 3 BR in Dover ! Move in Ready,3br,1500ft2
308,"Dover,NH",$1325,DOVER - Sunny 2 bedroom 1.5 bath Apartment Close to Downtown!,2br,1000ft2
309,56NewRochesterRoad,$2500,Water View- Pets Welcome! Townhouse for Rent. Available NOW,3br,
310,56NewRochesterRoad,$2500,Water View- Pets Welcome! Townhouse for Rent. Available NOW,3br,
311,Derry,$1400,2br Condex 43 Pingree Hill Derry,2br,1173ft2
312,14SheffieldDrive,$2000,Townhouse For Rent!  Sheffield Drive -,3br,1550ft2
313,192WashingtonStreet,$1150,H/HW Included ! Walk to Downtown Dover !,2br,850ft2
314,15FolsomStreet,$1200,Available Now! Walk to Downtown Dover!,2br,1400ft2
315,39ClancyDrive,$2000,Townhouse for Rent ! Available Immediately!,4br,1800ft2
316,39ClancyDrive,$2000,Townhouse for Rent ! Available Immediately!,4br,1800ft2
317,8AcademyStreet,$1150,Private Deck* H/HW Included - Walk to downtown Dover,1br,850ft2
318,Salem-HandytoI-93,$2170,Brand New Luxury Community! Great Location! Pool - Gym - Pet Friendly!,2br,
319,Salem-HandytoI-93,$2170,Brand New Luxury Community! Great Location! Pool - Gym - Pet Friendly!,2br,
320,"20SentinelCt,ManchesterNH",$1379,1st Floor Two Bedroom / Two Bath with W/D - Save $750!,2br,853ft2
321,33StThomasStreet,$1350,Off Street Parking * Fenced in Back Yard* Dogs Welcome!!,2br,1200ft2
322,"15EastRidgeDr.,Milford,NH",$1449,THIS CHIC 1 BEDROOM IS YOURS FOR THE TAKING!,1br,658ft2
323,66RochesterHillRoad,$1800,Townhouse for Rent !,3br,1500ft2
324,Concord/Penacook,$1035,Get in while the getting is good and the heat is free for 1 year,2br,820ft2
325,66RochesterHillRoad,$1800,Townhouse for Rent !,3br,1500ft2
326,Laconia,$1249,Call Today To Income Qualify for Our Waitlist,3br,1203ft2
327,"80EasternAvenue,Manchester,NH",$1299,*** Perfect Apartment! Red Oak Would Love To Help You!,2br,833ft2
328,Laconia,$994,Call Today To Income Qualify for Our Waitlist,2br,973ft2
329,Salem-You'lllovelivinghere!,$1895,Salem - Brand New & Gorgeous! Balcony -Pool -Gym -Clubhouse -Pet Spa!,1br,
330,119EasternAveManchester,$1299,Be Home For The Holidays! First Floor 2 Bedroom Just Right For YOU!,2br,833ft2
331,"EastRidgeDrive,MilfordNH",$1689,*** Milford's New Luxury Apartments! Open 7 Days For Tours!,2br,964ft2
332,"177EasternAve,ManchesterNH",$1099,You'll Be Thankful You Picked Sunset Ridge!,1br,633ft2
333,Manchester,$1810,New Home for the Holidays! #207,2br,1035ft2
334,Nashua,$1175,1 Bedroom Condo For Rent,1br,725ft2
335,Milford,$1189,Country Living! Check out this 1 Bedroom-Pet Friendly!,1br,650ft2
336,Portsmouth,$1700,2 Bedroom,2br,
337,"496BrownRd.Candia,NH",$1750,All utilities included - Premium 1st Floor Rental,1br,764ft2
338,,$1821,"2 bedroom - In select apartment homes, Adjustable track lighting",2br,933ft2
339,36Warren,$2400,Melrose Three bedroom Two Baths,3br,1000ft2
340,Manchester,$1080,STUDIO MOVE IN SPECIAL!! $500 OFF THE SECURITY DEPOSIT!*,,
341,Manchester,$1270,"1 bedroom, heat and hot water included, pet friendly!",1br,
342,Berlinnh,$800,4 bedroom house with fenced yard,,
343,"KendallPondCommunity,Derry",$1450,This should be your new address,3br,880ft2
344,Manchester,$1370,"2 Bedroom 1 Bathroom, Pet Friendly!",2br,
345,NASHUA,$1300,SINGLE 2 BEDROOM  HOUSE,2br,1000ft2
346,Laconia,$220,310 Mechanic Street -- 2 bedroom,2br,
347,MANCHESTER,$1200,SAFE & SECURE- - - - - - -  GREAT AREA-  -  -  -  - -  -  -,3br,
348,"SWANZEY,NH",$1200,COUNTRY 2BDRM W/HEAT &HW,2br,
349,"288HanoverCt#2Manchester,NH",$800,Renovated Studio with Utilities Included!,,
350,Concord/Penacook,$1035,Let us pay for your heat for 1 year....Oak Creek,2br,820ft2
351,Concord/Penacook,$1035,Oak Creek~The way life should be~Peek inside for special,2br,820ft2
352,,$1195,"Canaan duplex , $100\mo discount if you qualify, mins to leb/hanover",2br,
353,"Manchester,NH",$740,OPEN HOUSE Sat 11/10/18 & Sunday 11/11/18 9am to 6pm.,3br,
354,Keene,$650,You wont find a Move in special like this ANYWHERE ELSE 💯💯,2br,1229ft2
355,SouthDover,$2500,Beautiful Home near Dover High School,4br,2750ft2
356,nashuanh,$1450,2 deluxe bedrooms apt near exit 8/10/11,2br,1300ft2
357,Candia,$1695,Candia two bedroom duplex,2br,1100ft2
358,NWManchester,$995,Furnished Condo 1 Bed 1 Bath,1br,630ft2
359,OldePortwaterfrontdeckarea,$1945,Downtown /Decks Portsmouth NH Townhouse with Parking,2br,
360,,$1806,"2 bedroom - Package acceptance at Leasing Office, Gas-burning fireplaces",2br,949ft2
361,newhampshire,$425,!!Home for Rent!! Ready to Move in By *DECEMBER*!!,,
362,BrookFarmVillage,$1200,Two Bedroom Condominium,2br,1000ft2
363,newhampshire,$390,"!!BRILLIANT!! FIRE PLACE, HARDWOOD FLOORS AND TILE !!THROUGHOUT!!",,
364,,$2194,"2 bedroom - Granite countertops, Oversized garden tubs, Carports available",2br,1097ft2
365,"Manchester,NH",$1000,"Separate living room, 587 Lincoln St, 2 beds 1 bath",2br,1250ft2
366,,$2226,"2 bedroom - Carports available, Oversized garden tubs, Granite countertops",2br,1097ft2
367,"Manchester,NH",$1100,"Live Life In Style! 102 Conant St # 1, 3 beds 2 bath",3br,1527ft2
368,StepsFromOceanMinutesFromDowntownPortsmouthAndEveryt,$1369,HAS EVERYTHING YOU WANT IN AN APARTMENT AT AN UNBELIEVABLE PRICE,2br,710ft2
369,"134MiddleSt.Apt.1,Manchester,NH",$875,One bedroom apartment at $875 mo.,1br,700ft2
370,Lee,$1275,2 bedroom above garage apartment,2br,
371,ManchesterNH,$1200,2 bedroom Duplex Unit in a Cul-de-sac North end,2br,890ft2
372,,$1793,"2 bedroom - Valet dry-cleaning service, Plank flooring, Carports available",2br,949ft2
373,Rochester,$320,3 Bd Rm $320 (Weekly)Heat/HW Included,3br,
374,Berlin,$850,1st Floor 2/1 Handicap Accessible,2br,1100ft2
375,392CentralAve,$1770,"Available Now! 2 beds,1.5 Baths, ABOVE Downtown, All Brick, 2 Stories!",2br,
376,"Nashua,NH",$1750,Three Bedroom apartment,3br,1000ft2
377,BadgersIslandKittery,$2000,2 Bedroom w/parking Island Waterfront with incredible views,2br,900ft2
378,36Warren,$2400,Melrose Three bedroom Two Baths,3br,1000ft2
379,Concord/Penacook,$1035,Falling leaves and falling prices + Free Heat for a year~Dont miss out,2br,820ft2
380,,$2420,"Washers & Dryers in Every Apartment, Java Bar, Spacious Closets",2br,978ft2
381,PORTSMOUTH,$3400,PORTSMOUTH TOWNHOUSE,3br,2100ft2
382,,$2194,"2 bedroom - Plank flooring, 24-Hour fitness center, Oversized garden t",2br,1097ft2
383,Nashua,$99,NASHUA! $99! It's Downtown! $99! It's Utilities Included! $99!,1br,
384,,$1300,"3 Acton Street, Nashua NH 2nd Floor- $1,400",3br,
385,goffstownn.H.,$1275,"1800 sq, ft 2 bed.newly renovted",2br,1800ft2
386,,$1100,"10 Vernon Street Nashua, NH 03062 Unit 2- 2 Bedroom $1,100",2br,
387,"Concord,NH",$1100,Large 2+ BR with heat included,2br,
388,"Manchester,NH",$1580,"Heat & Hot Water Included, Just in time for the COLD! 2 bed, 1.5 bath!",2br,1150ft2
389,Nashua,$1250,Nashua 3 Bedroom Apartment,3br,1100ft2
390,"74ExeterRoad,NorthHampton",$2700,FOR RENT QUIET STATELY 4-5 BDRM COLONIAL SHORT OR LONG TERM,5br,3500ft2
391,"82LaurelSt,Manchester",$1195,Newly renovated 3 bedroom apartment Second Floor,3br,
392,GoffstownN.H.,$1275,"1800 sq, ft 2 BEDROOM, NEWLY RENOVATED, HEATED",2br,1800ft2
393,DoverNh,$1500,Dont rent from KAB,,
394,Hampton,$1875,Year Round Pet Friendly 2 Bedroom,2br,1650ft2
395,Manchester,$995,Convenient Location Heat & Hot Water,1br,1200ft2
396,Manchester,$995,Heat & Hot Water,1br,1200ft2
397,WestManchester,$995,3rd. floor with HEAT & HOT WATER,1br,1200ft2
398,Manchester,$995,Heat & Hot Water,1br,1200ft2
399,Manchester,$995,*** HEAT AND HOT WATER ***,1br,1200ft2
400,Manchester,$995,***Heat & Hot Water***,1br,1200ft2
401,LittletonNH,$850,good 3 bedroom manufactured house,3br,940ft2
402,Milford,$2250,"Built 2017, Pristine 55+ Community,Granite, SS,Hardwood, C/A, Garage",2br,1200ft2
403,LittletonNH,$995,nice possible 4 bedroom house can make it 2 full baths,4br,1610ft2
404,"20mintoNashua,30Min.toManchesterMILFOR",$2250,"Pristine 55+ Community Built 11/2017, SS, Granite,Hardwd, C/A,  Garage",2br,1175ft2
405,Keene,$1100,2 bedroom apt in downtown Keene - Avail. Now,2br,
406,"Hartland,Vt",$850,"FURNISHED Loft Apt, 1 bed, one bath",1br,500ft2
407,Berlin,$625,2 bedroom 3rd floor Berlin $625,2br,725ft2
408,Laconia,$1050,"Fantastic apt. fully furnished with everything, utilities included!!!",1br,
409,"MASON10mintoMABorder,ClosetoHollis,BrooklineAmhers",$2595,"""Nice"" Colonial-Office/Dining Rm/Fin. LL/CA/Garage-PETS ALLOWED",3br,2700ft2
410,"Dublin,N.H.",$1300,"DUBLIN, NH -- Newly remodled 2 bedroom apt.",2br,1324ft2
411,WalkingDistancetoMANCHESTER,$1500,"Updated Single Family ""Pristine"", Fenced Yard, Full Dry Basement",2br,1200ft2
412,Sunapee,$1500,"Short term housing rental, Winter/Ski Rental, DHMC",3br,1532ft2
413,NorthEnd-ManchesterNearPharmaceuticalCollege,$1400,"Updated 2nd Fl Apt, New Kitchen-Granite, SS, Hardwood Floors",3br,900ft2
414,$500,$500,1 bedroom Groveton,1br,750ft2
415,NorthManchesterNearPharmaceuticalCollege,$1400,"Updated 2nd Fl Apt, New Kitchen-Granite, SS, Hardwood Floors",3br,900ft2
416,"MASON10mintoMABorder,ClosetoHollis,BrooklineAmhers",$2595,"""Nice"" Colonial-Office/Dining Rm/Fin. LL/CA/Garage-PETS ALLOWED",4br,
417,WalkingDistancetoMANCHESTER,$1500,"Updated Single Family ""Pristine"", Fenced Yard, Full Dry Basement",2br,1200ft2
418,GlenwoodDevelopment,$5500,Comfortable 1 bedroom ski rental near Attitash,1br,850ft2
419,PEMBROKE,$995,1 B/R CONDO FULLY RENOVATED,1br,537ft2
420,,$2430,Get free rent today! Ask about our leasing specials!,2br,988ft2
421,KITTERY,$1650,Gorgeous 1 Bedroom Apartment,1br,
422,"Somersworth,NH",$980,"403 High St""OPEN HOUSE MONDAY 11/12 9:30-10:30AM",2br,
423,"CONCORD,NH",$1600,EXCEPTIONAL COTTAGE HOUSE FOR RENT FURNISHED,2br,1200ft2
424,"Manchester,NH",$1000,"176 Auburn St""OPEN HOUSE MONDAY 11/12 9:30-10:30AM",2br,
425,"Manchester,NH",$1000,"176 Auburn St""OPEN HOUSE MONDAY 11/12 9:30-10:30AM",2br,
426,"Littleton,NH",$800,Log Home Apartment with Amazing Views,1br,
427,Littleton,$825,Log Home Apartment with Amazing Views,1br,
428,,$2226,"2 bedroom - Plank flooring, Granite countertops, Carports available",2br,1097ft2
429,warnerNH,$1200,Large 2 plus bedroom apartment for rent,2br,
430,GolfviewDriveManchesterNH,$1550,Greenview Townhomes,2br,1200ft2
431,"Manchester,NH",$1475,"Heat & Hot Water Included, Just in time for the COLD!",2br,975ft2
432,FletcherSt,$1200,nashua  three bedroom,3br,
433,Revere,$2000,Spacious 2 bedroom revere 2000.00 month,1300ft2,
434,Manchester,$1710,"Regency Place, Premier 55+ Apartments",2br,1200ft2
435,"Laconia,NH",$700,Studio Cottage Available for year Round Rental,1br,600ft2
436,"1400FrontSt.,Manchester",$1425,"Regency Place, Premier 55+ Apartments",1br,750ft2
437,ClaremontNH,$875,2 BR Apartment Downtown Claremont $205/week,2br,810ft2
438,Sanford,$1300,4 Bedrooms for Rent,4br,
439,Derry,$1548,Get out of the cold and into a nice warm home with heat & hot water included!,2br,
440,TheRetreatatUnionPond,$1353,MINUTES FROM CAPE COD - $500 OFF!,2br,945ft2
441,Nashua,$1824,"SAVE $300! RENOVATED, 2 BED! PET FRIENDLY, DOG PARK!",2br,1030ft2
442,Nashua,$1824,"SAVE $300! RENOVATED, 2 BED, PET FRIENDLY, DOG PARK!",2br,1030ft2
443,Nashua,$1504,"NEWLY BUILT! SAVE $300! 1 Bedroom, Kitchen Island, W/D in unit!",1br,730ft2
444,Nashua,$1792,"SAVE $300! 2 Bedroom, Nashua! Pet Friendly! Newly Renovated!",2br,975ft2
445,Nashua,$1786,SAVE $300! PET FRIENDLY! Renovated 2 bedroom in Nashua! W/D in Unit!,2br,1030ft2
446,Nashua,$1504,$300 OFF MOVE IN! 1BD Available Now! Kitchen Island! Pet Friendly!,1br,730ft2
447,Nashua,$1825,"SAVE $300! 2 bed, 2 bath, RENOVATED! Hiking Trail! Dog Park!",2br,1030ft2
448,Nashua,$1792,"SAVE $300! 2 Bedroom, 2 Bath, Renovated, Pet Friendly, Available NOW!!",2br,975ft2
449,Tilton,$1100,Apartment,3br,1200ft2
450,1850FrontStManchesterNH,$1850,"OPEN HOUSE * Saturday,  November 17 @ Regency West  *  1:00- 3:00*",2br,1140ft2
451,Dover,$1425,Large 3 bedroom - Clean and bright!,3br,
452,,$2410,Ask us about our LIMITED TIME leasing specials,2br,919ft2
453,Deerfield,$950,Utilities Included - 1 Bedroom Apartment,1br,
454,Nashua,$1795,Lofts 34 Is Stuffed With Amenities Just For You!,2br,1098ft2
455,213SpringbrookCircle,$1675,Portsmouth Condo for rent,2br,1152ft2
456,"Merrimac,MA",$1625,"Luxury 55+ Active Adult Community- Coming Soon to Merrimac, MA",1br,889ft2
457,Nashua,$1795,Gather Together In Your Cozy New Home At Historic Lofts 34!,2br,1098ft2
458,,$1793,"2 bedroom - Full-size washer and dryer in each home, Granite counterto",2br,949ft2
459,Berlin,$675,3 bed room 1 bath 1 st floor,,
460,Nashua,$1000,"1 Bedroom Apartment For Rent $1,000 A Month",1br,
461,laconia,$1300,Lake front home Nov to June 15  $1300/mo+util,2br,
462,121PleasantStreetLaconiaNH,$1250,TWO Bedroom TWO Bathroom with Garage,2br,1400ft2
463,"Portsmouth,NH",$1600,2 BR w/parking Portsmouth Islington West End 1 mile to Market Square,2br,1200ft2
464,Manchester,$1850,"Luxury, Location, and Convenience at Lofts of Mill West!",2br,1035ft2
465,Wolfeboro,$1026,Three Bed 2.5 Bathroom Place,3br,1936ft2
466,"Manchester,NH",$1455,Come home for the holidays! Heat & Hot water included! Pet friendly!,2br,975ft2
467,Lebanon,$1845,2 or 3 bedroom Townhouse will be available this month - Call Now -,2br,1020ft2
468,"EastRidgeDrive,MilfordNH",$1689,~ Brand New 2 Bedroom - Pet Friendly!,2br,964ft2
469,"Rindge,NH",$1500,3 Bedroom House,3br,1333ft2
470,"EastRidgeDrive,MilfordNH",$2199,~ Beautiful Townhome: Everything Updated! Central Air/Heat!,3br,1885ft2
471,"99mammothRoad,HookettNH",$1589,~ Don't Let This Price Get Away! Microwave & Dishwasher!,2br,1135ft2
472,Dover,$1509,"Granite Counters, Energy 🌟 Rated, Top Floor/Corner Apt.",2br,
473,Nashua,$1870,Supreme Residences for a Modern Lifestyle.,2br,1098ft2
474,Nashua,$1945,"Life is Better Here, You'll Fit Right In at Lofts 34",2br,1211ft2
475,Nashua,$1950,Modern Urban Lofts - Move In Special,2br,1233ft2
476,"50SentinelCourt,ManchesterNH",$1329,~ No Security Deposit Required!! Central Air / Washer & Dryer!,2br,861ft2
477,Manchester,$1145,A Higher Quality of Living. Come By and See Us,1br,600ft2
478,447SpruceStManchesterNH,$995,GENEROUS SIZE APARTMENT,2br,
479,"90PowersStreet,Milford,NH",$1189,~ You Can't Beat Our Price! Cat & Dog Friendly!,1br,650ft2
480,Durham,$840,Durham Downtown UNH 1 Bedroom,1br,
481,"Durham,NH",$1500,Durham Downtown UNH 2 Bedroom,2br,
482,Walpole,$690,APPLY NOW FOR ABENAKI SPRINGS PHASE II! COMING FALL 2019!,1br,
483,Walpole,$860,Walpole! Affordable 1 & 2-Bedroom Units! APPLY TODAY!,2br,
484,Ashland,$862,Ashland! Affordable 2 Bedroom Garden Style Units! APPLY TODAY!,2br,
485,23BoyntonRoad,$862,Meredith! Affordable Garden Style Apts. & Townhouses! APPLY TODAY!,2br,
486,Laconia,$1255,Be in your new home before the Holidays-Call Apple Ridge,2br,984ft2
487,Manchester,$1145,Everything You Need All In One Place - Unit 1,1br,600ft2
488,Manchester,$1145,Live Better at Southside Manor Unit 3,1br,600ft2
489,"93WestStreet,Milford,NH",$1099,~ Affordable 2 Bedroom Apartment...Free Heat & Hot Water!,2br,716ft2
490,Dover,$1349,Only One Left! All Renovated One Bedroom!,1br,
491,Lebanon,$2125,"At Last, This Is What You've Been Searching For.",3br,1706ft2
492,Dover,$1489,Ready for Immediate Move In ! 1/2 Month Off Move In!,2br,
493,"30HanoverStreet,ManchesterNH",$1289,~ Choose An Opera Block Apartment! Luxury Without The High Price Tag!,1br,840ft2
494,115MammothRdManchesterNH,$950,READY FOR MOVE IN!,2br,
495,"82ThirdSt,ManchesterNH",$1429,~ Red Oak Is A Better Value! Washer/Dryer In Apartment!,3br,1355ft2
496,73MainSt.Berlin,$425,$425 /mo. 1 bedroom apartment,1br,900ft2
497,"Rye,NH",$350,Christmas Rental,3br,1100ft2
498,Lebanon,$1845,Quaint Living at Prospect Hills,2br,1020ft2
499,Lebanon,$1845,Complete Modern Living.,2br,1020ft2
500,"Laconia,NH",$2125,Charm Up Your Life at Prospect Hills.,2br,1020ft2
501,"20SentinelCt.,ManchesterNH",$1329,Plan Ahead Avail. 12/12 - Perfect Place to Rest Your Head!,1br,861ft2
502,Manchester,$1145,Your New Home Awaits You at Southside Manor!,1br,
503,Manchester,$1145,No carpets ~ Fall move ~ Renovated ~ Rural Area ~,1br,600ft2
504,Manchester,$1145,~ Renovated ~ Cute ~ Cozy ~ No carpets ~ Granite counters ~ Rural ~,1br,
505,"86UnionStreet,ManchesterNH",$1559,~ 2 BR Townhouse In A Great Location!! No Security Deposit!,2br,1200ft2
506,Lebanon,$2125,Home for the holidays.  Prospect Hills,3br,1706ft2
507,"Manchester,NH",$1405,Two Bedroom APARTMENTS available NOW,2br,985ft2
508,nashua,$800,Nicely maintained studio - All utilities + cable and internet included,1br,
509,"64MerrimackStreet,Manchester,NH",$849,~ Downtown Location / Free Heat / Elevator!,273ft2,
510,729SomervilleStManchesterNH,$1095,ITS BIG!,,
511,634SilverStManchesterNH,$695,CHEAP 1 BEDROOM APT -- READY & WAITING!,1br,
512,Manchester,$2145,"Luxury, Location, and Convenience in Manchester (Unit 313)",3br,1515ft2
513,Manchester,$1400,2-3 bedroom in Manchester near Derryfield Park,2br,
514,"Manchester,NH",$1498,One Bedroom with Den,1br,917ft2
515,7RailroadAve.DerryNH,$1429,~ Red Oak Has The Best  Valued Apartments! Washer/Dryer!,2br,910ft2
516,Hudson,$1075,2BR $1075 Apartment,2br,
517,"159RiverRd,ManchesterNH",$950,HEAT INCLD - MODERN APARTMENT,1br,
518,,$2555,"Oversized Windows, Washers & Dryers in Every Apartment, Java Bar",2br,1071ft2
519,Manchester,$2600,"Right Around the Corner, Near Everywhere You Want to Be. (Unit 237)",2br,1400ft2
520,Nashua,$1485,"Ready Now! Large 2 BR, View Today!",2br,1050ft2
521,52LindenStreet,$1150,Two Bedroom - Pet Friendly - North End,2br,
522,Manchester,$1200,2 BEDROOM 1 BATH - MANCHESTER,2br,1200ft2
523,"22BrookSt,ManchesterNH",$695,CUTE & AFFORDABLE,1br,
524,536CentralStreet,$1400,Hands On Landloard - Large 3BR Apartment,3br,1000ft2
525,536CentralStreet,$1200,Hands On Landloard - Large 2BR Apartment,2br,675ft2
526,DowntownNashuaNH,$900,Super nice,1br,
527,NashuaNH,$780,1st floor small apartment,1br,
528,NashuaNH,$695,Convenient location,1br,
529,"Nashua,NH",$1595,3br - Modern 3Bedroom Duplex For Rent,3br,1200ft2
530,"100SentinelCt,ManchesterNH",$1349,Lovely 2 BR Apt... Waiting for You to Make it Home - $750 OFF!,2br,853ft2
531,Penacook,$1050,3rd floor 2 bed apartment,2br,
532,145EasternAveManchester,$1259,Corner Unit For Rent! Open Saturday & Sunday!,2br,733ft2
533,"80EasternAve,ManchesterNH",$1299,Spend the Holidays in Your First Floor Apartment! Small dog Friendly!,2br,833ft2
534,"15HazelSt,ManchesterNH",$975,1BR with a GARAGE!!  north end,1br,
535,"795-797MammothRd,ManchesterNH",$925,HEAT & HW INCLD!,1br,
536,Lebanon,$2000,"Patio/Balcony, Spacious Closets, Built In Microwave, Dog Park",2br,1000ft2
537,"Nashua,NH",$1595,3br - Modern 3Bedroom Duplex For Rent,3br,1200ft2
538,"NorthbrookroadManchester,NH",$1375,Fully renovated two bedroom apartment with carport,2br,850ft2
539,"Nashua,NH",$1595,3br - Modern 3Bedroom Duplex For Rent,3br,1200ft2
540,"1370FrontStreet,Manchester",$1710,"Regency Place, Premier 55+ Apartments ~ RIVER VIEW!!!",2br,1200ft2
541,"108WMainStreet,Merrimac,MA",$1849,Don't Miss Out On A Great Opportunity! Reserve Your New Apartment Now!,2br,1071ft2
542,,$1821,"2 bedroom - Seasonal heated pool with sundeck, Year-round BBQ stations",2br,933ft2
543,Concord,$995,Apartment Available at 126 North State Street,1br,700ft2
544,Manchester,$1810,"Updated, Spacious Kitchen with Historic Mill Floors! #243",2br,1035ft2
545,SpitBrookRd&NewcastleDr,$1493,Relax in the Sauna and Melt the Stress Away!,2br,1000ft2
546,,$1450,Great 2-bedroom apartment near downtown Portsmouth,,
547,BedfordandStatestreetsManchesterNH,$755,Studio Apartment for Rent $755,,
